1154.081874,368.2382345,94.43346948,38.27285292,19.22366187,633.9136547,0
1268.372697,199.3338,143.2380849,148.4803053,273.4285,503.892007,
1159.776637,457.1500836,138.3402537,51.78790806,145.0740772,367.4243148,
2487.625386,890.5906498,267.7738474,120.7223615,46.85574779,1161.682779,
2525.271599,811.6635832,391.0451729,120.7071571,402.041136,799.8145502,
1148.634681,340.956345,143.6008482,162.2519466,122.4158364,379.4097052,
1493.380719,532.256962,142.9180813,126.4775444,19.725,672.0031311,
804.2170841,203.2724,110.8596477,46.81852729,157.6740091,285.5925,
1403.685642,338.4513879,182.1965469,217.9750772,235.3319488,429.7306811,
1466.821042,366.9619218,225.8263903,34.76463484,208.9677782,630.3003173,
758.9115882,201.095845,115.1446223,96.05237499,85.0275,261.591246,
902.5937635,338.136,141.1292689,23.95536869,0,399.3731259,
1717.636485,440.072925,208.7368498,124.543695,328.7357998,615.5472157,
1139.85757,249.7302456,94.00106412,82.4125,228.0910082,485.6227526,
2151.25705,772.9571904,308.9221818,193.6019974,50.00955604,825.7661249,
1484.890625,411.9170058,205.1935056,141.0008573,261.5942672,465.1849887,
1817.452384,394.4672518,297.9091609,206.4408375,362.3750195,556.2601147,
2174.234899,827.2360053,235.5522733,27.00016914,253.7519383,830.6945134,
2963.108175,1145.096114,504.6018626,201.2105264,27.04,1085.159672,
2058.159104,648.8449931,128.24475,84.69946399,263.6053496,932.764547,
3579.403656,1065.583363,277.2818269,121.3582886,834.2797247,1280.900452,
1256.130994,342.8553563,241.5154246,62.93273188,194.1300267,414.697455,
2229.055957,805.0196166,200.9860076,118.8204705,177.3285487,926.9013141,
2056.96421,738.6444874,335.9814112,96.05939561,34.63112442,851.6477909,
745.6373498,220.9078,92.19007825,21.4722,120.7733645,290.293907,
1543.714234,358.8072015,272.7097307,22.46098251,218.6422243,671.094095,
1656.433489,538.4900489,234.7126893,21.86064123,180.4921234,680.8779862,
1689.482104,547.251986,206.9318733,84.43421486,260.7216525,590.142377,
3077.645362,591.2889851,567.9378362,209.9766917,474.0417592,1234.40009,
871.2467997,240.1544939,86.77782405,28.43611306,141.7031313,374.1752374,
1442.457346,482.0969061,256.1665688,21.19713161,107.8395705,575.1571693,
1361.861939,481.5961968,132.8165361,3.220235761,88.34951563,655.8794543,
1134.917347,269.9049261,168.4476612,63.31865362,311.0499767,322.1961293,
3385.11505,924.2982195,452.1927237,407.1045215,459.6205298,1114.899055,
1405.701745,521.7794265,142.8882594,31.68453671,187.0291033,522.3204187,
