19,39.70388059,43.15485073,0,54.64018305,25.8775,0,0,56.54150603,10.46435279,0,0,0,0,6.492499982,17.39925314,0,3.108416015,0,0,0,115.2151011,0,0,29.53503503,8.989999988,19.68,59.04,0,4.160001123,0,17.13180107,0,63.50000029,140.8988809,309.2045167,251.7605754,56.08889725,61.69476842,22.43994897,0,
25,66.14972867,128.2846879,0,188.9450742,24.37534273,18.99778606,19.51919883,26.20117749,25.74886668,6.38,91.92919214,0,0,38.30734938,20.97968395,0,8.036341468,3.77,5.775140726,0,0,0,0,0,10.8,0,0,0,0,0,16.24,0,52.39786378,168.2966131,479.6642617,322.9908807,25.74742725,96.88165699,0,0,
17,0,47.19,0,53.07225,0,0,0,27.9825,0,0,19.95,0,0,31.0625,0,0,3.796512631,0,21.83920136,17.66432202,111.5208668,0,22.163425,0,20.31218261,15.7475,71.3418532,0,0,0,4.8552,0,242.180813,228.9333292,259.0932373,183.1692176,19.38795,131.3517065,70.6541721,0,
22,52.50284444,79.25419599,0,54.76103662,25.5562498,24.885,0,5.68,0,27.79875007,0,54.2775,0,27.79490838,18.69088026,0,6.735,0,0,0,330.9475875,56.23917957,0,39.32532192,22.74144666,0,285.9248101,48.32637926,18.4949998,0,0,32.28,120.9045,228.010275,513.0194491,260.5162199,137.5707868,232.2918977,0,0,
6,58.20833574,58.20833574,0,69.49116041,0,0,17.82030093,95.99562752,0,0,0,0,0,31.99792567,0,0,0,5.195854371,13.7420824,0,72.06553475,20.86264129,0,6.273807999,0,8.460146734,69.31557779,0,17.15231811,0,0,0,13.27916328,124.1932932,137.2530362,118.0891395,21.88282286,55.25945163,0,0,
18,15.98750118,44.0624971,0,53.97976099,26.32500023,11.89999788,0,31.22125012,17.51000008,0,25.78574285,0,0,0,0,75.71002377,0,0,5.100000031,19.67995,72.62098186,0,20.96411884,9.675000525,0,0,31.781252,0,5.500002573,17.10724288,0,0,134.2799426,209.6468732,272.7452614,272.197024,38.03221286,52.59415636,126.8454369,39.5343146,
15,0,65.5120787,7.714200025,74.83039439,17.00039854,9.784199994,30.592,87.06199598,30.62839304,12.85775057,40.38609822,0,0,19.236001,16.03240007,0,7.211399997,7.452796969,0,0,17.95230662,6.859999111,0,5.097218654,0,0,0,0,0,0,4.721600041,0,13.61889541,177.1801665,355.3560706,227.4016691,78.09098929,7.636099895,23.42750366,0,
6,0,17.719,0,65.63615325,0,0,0,8.834925,0,0,11.1696,0,0,0,0,0,0,0,0,14.01705,26.748875,0,0,37.28433951,0,0,25.580925,0,17.142175,0,0,0,15.95000007,69.11991532,120.3134952,73.42649636,11.48400001,110.1931567,0,0,
7,0,70.01968479,0,121.0090743,0,0,15.75736346,32.94862424,15.32318428,17.6517996,12.21022098,0,0,0,0,0,0,0,0,19.50399766,44.36135094,0,35.98733916,14.95076437,0,0,64.76658768,0,0,14.11194271,24.96024183,0,72.00309298,63.71574435,398.8710159,88.47662614,48.02761568,37.09416228,75.05516431,0,
11,0,57.0346905,13.64182453,94.58438255,7.426560309,0,0,31.07715165,17.30625523,13.64182453,8.846575449,0,0,0,0,0,4.611376001,4.768976001,0,0,69.60930943,13.10417139,22.77075538,4.109834434,6.708576349,10.12508755,51.91088888,0,2.153499995,0,0,0,55.29806763,60.54727238,305.489771,250.0537872,9.489088006,13.54019251,44.34967171,30.20865807,
9,0,53.22749548,9.780000001,37.57687658,18.85125127,0,9.780000001,73.20125004,4.51499997,0,0,0,0,21.07999999,0,10.65459117,8.972500002,15.30899677,21.39812691,0,50.93000014,12.75000001,31.24000003,0,0,8.78343751,95.26343759,38.45727727,23.2975,0,0,0,66.45000002,83.41499994,219.6674983,195.6283788,4.231499992,19.11000002,32.83750003,0,
13,0,29.27519823,16.57360439,125.1553744,17.07794233,12.9132,0,309.1527169,12.6222,45.1676,128.63015,0,0,46.4292,13.21234169,0,0,5.2916,0,0,156.1844041,45.68639629,70.6823965,5.4115,14.62319911,0,72.58775116,0,108.8661121,0,0,0,148.344986,373.9002583,340.6058521,239.5132872,132.0357061,146.7038293,41.0731,18.65359864,
6,6.303183452,18.56698776,5.021259249,14.96120023,0,0,0,41.92519337,0,0,0,9.957338304,0,9.250941462,0,0,0,0,3.483208296,0,51.23993976,7.703687984,0,10.04717251,0,0,48.47953463,24.23279637,0,0,0,0,88.91466274,89.01065847,74.10516044,111.233514,10.91124174,65.787609,10.26330915,0,
10,0,27.67619929,0,43.14180943,14.23827336,0,15.53658598,15.87959214,3.521510959,12.82256496,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04607936,0,19.73153538,28.07190089,0,24.5,0,0,0,130.5600225,157.031616,195.0309462,140.5593853,32.69748435,121.6222548,27.92900099,0,
7,29.93956019,26.74953532,0,38.7384103,0,0,0,65.74015525,7.280000152,0,50.04629014,0,0,6.772363137,0,0,6.50000034,0,0,0,81.28162384,22.17674975,22.33351599,18.87993639,0,0,95.62202543,0,70.75612525,0,0,0,20.20040963,112.3878851,97.43855373,78.90254579,13.26673502,41.40437963,0,0,
18,0,27.91960903,0,183.9472395,43.69256401,23.5425,34.38826542,85.08923901,28.50264593,13.80066081,172.7709365,0,0,215.7971499,0,0,0,0,11.3364352,0,129.6157616,39.77186123,32.78192026,18.38,10.01024229,16.93969163,135.5373634,56.21074891,20.37294053,0,0,0,154.2043695,316.5324758,369.7226097,194.8012698,79.63833021,140.74756,118.1475395,0,
