8,39.814,0,0,32.20763051,0,0,0,22.41183897,0,0,0,30.09197691,0,8.180876016,0,0,0,0,0,0,0,0,0,0,14.91806187,0,0,0,4.3056,0,0,0,145.5696003,167.1555309,144.2270891,154.976836,21.98459847,33.05238784,27.864,0,0
5,22.3128,22.3128,0,33.84406724,0,0,8.097817706,47.4246,9.246,0,66.87,0,9.06085,7.980705292,9.1425,8.7294,0,0,7.83705,0,66.0901,8.0856,0,0,0,0,34.4916,0,142.4484,0,0,22.3128,36.76645,174.57975,195.377407,97.1684,0,44.24515319,0,0,
10,14.04,14.04,11.29800027,41.80224694,13.27999991,0,5.92,21.07254182,8.699999924,22.22746483,16.50883097,0,0,22.47999995,0,0,0,0,8.750000087,0,38.33156467,0,0,12.80999984,15.81728668,8.124964495,32.92250195,29.37,7.697759533,0,0,0,48.4030005,93.53419999,94.56520926,104.9789291,14.74297572,63.75921891,33.05,0,
24,39.76,39.1,0,96.63643318,27.28,0,0,28.7,18.76594582,17.53146845,72.99943534,0,0,33.60451872,0,0,0,0,0,0,0,0,0,16.97589011,0,0,0,0,17.896,0,11.98385768,0,269.3421937,165.092504,422.5971821,270.5700007,34.08089862,51.98339175,96.61499922,0,
16,50.49,48.26718624,0,73.24105609,93.13799029,0,0,85.56936321,40.33957707,0,0,0,0,94.03715714,0,0,0,0,2.47,0,86.7525,23.49270944,0,68.79405449,0,26.84166667,105.3283333,53.28166667,14.48997116,0,23.06023422,0,15.25,165.3219824,385.4406932,214.9016246,18.90025,0,0,0,
7,29.07996786,29.07996786,8.774998883,64.50481795,5.890679213,0,0,24.05539263,0,8.774998883,115.1582658,0,0,7.069838223,0,0,12.44999997,9.09498722,9.094993891,0,56.13805984,24.49172111,11.00001282,0,0,9.800005278,20.9860374,0,0,0,0,0,10.88998759,65.65991549,120.5265779,159.0404162,23.29280797,53.87678218,0,0,
10,24.2796595,24.2796595,0,41.46342183,17.985,43.03,0,0,16.16,0,57.42640571,0,0,16.79583056,31.6275,0,10,0,0,0,0,0,0,0,19.725,0,0,0,0,0,0,0,63.72186624,185.98281,231.8019548,185.8965,4.599999999,70.61179789,0,0,
5,0,23.3561,0,44.3501477,0,0,12.96,26.27339998,3.92,0,0,0,0,19.27800001,12.14399999,0,5.67052729,9.726,0,0,68.23738698,34.15964125,21.93045588,0,0,9.857399997,23.48912498,0,0,0,0,0,52.70100003,89.99499992,47.6115,89.49500006,5.789999998,24.31200001,0,0,
6,0,30.03,0,50.40464734,15.518852,0,0,45.13679759,14.71375,26.3925,71.72128326,0,0,62.098125,0,64.1925,0,0,0,0,73.81699873,18.73875,31.4611875,20.293,4.5375,0,77.87826259,0,8.60625,0,0,0,78.19885802,142.7559493,110.7752487,81.080625,7.98,164.5853448,0,0,
8,30.72755925,30.72755925,0,62.79883104,0,0,0,123.55,8.75,0,0,0,0,0,11.23278306,0,3.8,3.8,0,0,62.90939806,16.487,21.419,54.58868835,0,15.75,37.81369177,0,0,0,0,0,69.56825,200.537375,158.9425676,169.4371248,31.815,59.085,0,45.16811472,
6,5.175,23.1525,0,22.91129964,0,0,0,45.19429174,18.71153089,0,41.59997749,10.105,16.11742752,11.3796948,3.620275186,0,0,0,0,0,32.46,0,0,3.9,0,11.8125,36.855,0,0,0,0,0,18.5752,69.02027372,84.57409895,81.28167335,0,7.98,0,0,
8,10.93979601,21.61859495,0,80.17977797,0,0,0,0,4.8495,20.604,6.181888269,0,0,0,4.9715,0,0,2.760491611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.09354947,106.7869143,146.7552033,77.45470839,5.282750428,60.80760286,0,0,
12,0,64.63768605,0,57.13524854,7.76936612,0,46.5494326,32.64511647,0,0,86.50619496,0,0,29.34750002,0,0,0,0,0,0,79.877676,27.68592131,0,50.57703493,12.92857865,0,107.571211,0,38.65620023,11.43917767,0,0,67.59048824,168.0826046,182.4230127,158.3988307,39.05227947,75.12661245,0,0,
6,0,26.215,0,22.53168912,10.073125,0,0,11.10125,0,24.08,0,0,0,77.555,0,0,0,0,0,0,69.62024412,15.6325,0,29.20701405,0,17.4325,96.19875,0,0,0,0,0,43.216,118.515,168.7596362,123.9746598,31.15745656,87.622,0,0,
18,69.34701298,49.40262064,0,158.8642572,0,11.98309999,11.957475,0,7.367715938,0,113.5202159,49.79386697,0,21.97252758,0,0,0,0,0,0,0,0,0,5.537385231,13.5992,0,0,0,30.87297081,0,0,0,15.25948753,62.36704184,566.514156,159.7787107,13.35602996,24.87968941,0,0,
9,23.68823874,14.58248874,0,40.8054621,13.24425,8.16693479,8.635641045,104.3555785,6.297400368,0,26.61912358,47.11987378,0,39.87802248,12.3159823,0,0,10.86682938,0,0,58.62170763,35.42813827,0,43.28758002,0,33.68118953,90.57565175,0,0,0,0,0,82.85143481,87.77321245,135.1238653,106.5137184,52.92275774,127.8258831,0,0,
8,0,65.745,0,86.14774095,32.665,15.105,0,71.55876795,20.78820405,0,112.9758277,27.07592237,0,36.3620954,0,0,7.297144126,6.15,0,4.199707198,119.3364472,21.20159114,0,23.32654442,0,15.04445574,138.4362738,36.48,4.35,0,0,0,106.9315178,124.6882503,189.603508,107.4934774,27.54336121,80.87100942,41.05545028,0,
